Path,Author,Modifier,DateCreated,DateSaved
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu,Moh,1/27/2008 13:30,7/20/2011 10:33
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/Inpatient Morbidity and Mortality Summary - MALE 2009.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 710_Immunization Summary  2009.xls,Robert Wathondu,CHEBURET,2/7/2008 14:06,7/3/2010 6:38
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 710_Immunization Summary 2010.xls,Robert Wathondu,maggy,2/7/2008 14:06,6/12/2010 14:00
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/EPGH MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu,User,1/27/2008 13:30,10/21/2010 6:16
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/INPATIENT FEMALE.xlsx,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/Hospital Administarative Statistics 2011.xls,D. Muania,Moh,8/9/2005 5:07,7/20/2011 11:26
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 717 Service Statistics- Workload 2010.xls,D. Muania,User,8/10/2005 10:27,10/21/2010 6:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,Moh,2/7/2008 13:50,7/20/2011 9:43
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 717 Service Statistics- Workload 2011.xls,D. Muania,SAMUEL,8/10/2005 10:27,2/2/2011 10:00
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/Hospital Administrative Statistics 2011.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/EMBU PGH ADM STATISTICS 2010.xls,EMBU,User,2/6/2009 11:56,10/22/2010 6:25
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 705A_Out Patient Summary_Under 5 years 2009.xls,Robert Wathondu,user,1/27/2008 13:30,1/28/2010 8:27
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/Analysis.xls,, ,10/14/1996 23:33,6/19/2008 9:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/INPATIENT EMBU PGH SEPT 2010 MALE.xlsx,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 710_Immunization Summary 2011.xls,Robert Wathondu,maggy,2/7/2008 14:06,7/14/2011 13:05
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/EPGH MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu,User,1/27/2008 13:30,10/21/2010 6:14
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/INPATIENT EMBU PGH SEPT 2010 FEMALE.xlsx,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu,maggy,1/27/2008 13:30,6/19/2010 10:52
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/EPGH MOH 711B_corrected 2010.xls,Samuel,User,1/29/2010 16:35,10/21/2010 6:13
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS  2009.xls,HMIS,user,2/11/2008 10:11,2/10/2010 10:03
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 705B_Out Patient Summary_Over 5 years.xls,Robert Wathondu,MOH,1/27/2008 13:30,7/21/2009 10:20
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 710_Immunization Summary.xls,Robert Wathondu,user,2/7/2008 14:06,1/21/2009 8:43
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 705B_Out Patient Summary_Over 5 years  2009.xls,Robert Wathondu,user,1/27/2008 13:30,12/8/2009 14:02
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,Samuel,CHEBURET,1/29/2010 16:35,8/9/2010 17:09
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 105_Service Delivery Summary.xls,Robert Wathondu,user,2/7/2008 13:50,7/25/2008 6:17
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS.xls,HMIS,MOH,2/11/2008 10:11,8/7/2009 7:10
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS,1,1/15/2010 22:37,2/19/2010 12:29
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 717 Service Statistics- Workload.xls,D. Muania,User,8/10/2005 10:27,5/17/2011 21:40
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,Robert Wathondu,Moh,1/27/2008 13:30,7/20/2011 10:25
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu,maggy,1/27/2008 13:30,6/19/2010 10:53
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet,maggy,2/7/2008 13:50,6/22/2010 7:14
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/EPGH MOH 105_Service Delivery Summary FY09-2010.xls,Samuel Cheburet,User,2/7/2008 13:50,10/25/2010 6:03
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/INPATIENT MALE.xlsx,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 705A_Out Patient Summary_Under 5 years.xls,Robert Wathondu,user,1/27/2008 13:30,1/21/2009 8:43
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,Samuel,maggy,1/29/2010 16:35,7/7/2011 6:46
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 705B_Out Patient Summary_Over 5 years 2009.xls,Robert Wathondu,user,1/27/2008 13:30,1/28/2010 8:38
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/INPATIENT ADMINISTRATIVE STATISTICS.xls,D. Muania,1,8/9/2005 5:07,2/19/2010 12:37
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/Copy of MOH 710_Immunization Summary  2009.xls,Robert Wathondu,HMIS,2/7/2008 14:06,8/4/2008 10:18
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Embu West/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet,MOH,2/7/2008 13:50,7/17/2009 14:44
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu,Samuel,1/27/2008 13:30,1/29/2010 18:05
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 710-Immunization Summary.xls,Robert Wathondu, ,2/7/2008 14:06,1/13/2009 19:02
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 710_Immunization Summary  2009.xls,Robert Wathondu,Kajiado,2/7/2008 14:06,1/16/2010 4:28
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 710_Immunization Summary 2010.xls,Robert Wathondu, ,2/7/2008 14:06,1/7/2011 12:03
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 717 Service Statistics- Workload 2011_1.xls,, ,,6/13/2011 9:47
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/WORKLOAD FOR KAJIADO DIST YEAR 2009.xls, ,Kajiado,2/26/2009 8:12,1/16/2010 2:19
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/Hospital Administarative Statistics 2011.xls,D. Muania,SAMUEL,8/9/2005 5:07,2/2/2011 16:06
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 717 Service Statistics- Workload 2010.xls,D. Muania,SAMUEL,8/10/2005 10:27,2/2/2011 10:00
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/INPATIENT ADMINISTRATIVE STATISTICS -DISTRICT.xls,D. Muania,Kajiado District Hosp,8/9/2005 5:07,1/15/2010 12:31
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,Guest,2/7/2008 13:50,6/15/2011 8:49
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/Copy of MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_C 2011.xls,, ,,6/14/2011 14:18
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 717 Service Statistics- Workload 2011.xls,, ,,6/13/2011 9:47
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 705A_Out Patient Summary_Under 5 years 2009.xls,Robert Wathondu,Kajiado,1/27/2008 13:30,1/16/2010 1:44
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/Analysis.xls,,HMIS,10/14/1996 23:33,5/17/2007 16:13
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 710_Immunization Summary 2011.xls,, ,,6/13/2011 12:51
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu, ,1/27/2008 13:30,1/10/2011 10:02
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_C 2011.xls,, ,,4/13/2011 9:07
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/Copy of MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS  2009.xls,HMIS,CHEBURET,2/11/2008 10:11,7/7/2010 13:25
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/INPATIENT ADMINISTRATIVE STATISTICS.xlsx,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 705B_Out Patient Summary_Over 5 years.xls,Robert Wathondu, ,1/27/2008 13:30,1/13/2009 17:24
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 705B_Out Patient Summary_Over 5 years  2009.xls,Robert Wathondu,Kajiado,1/27/2008 13:30,1/16/2010 1:59
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,Samuel,CHEBURET,1/29/2010 16:35,8/9/2010 17:09
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 105_Service Delivery Summary.xls,Robert Wathondu,Ministry of Health,2/7/2008 13:50,5/10/2007 15:56
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 705B_Out Patient Summary_Over 5 years 2011-1.xls,, ,,6/13/2011 9:53
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS.xls,HMIS,Administrator,2/11/2008 10:11,3/2/2010 8:42
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS, ,1/15/2010 22:37,2/14/2011 12:32
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_C.xls,Samuel, ,1/29/2010 16:35,1/7/2011 12:29
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,, ,,6/13/2011 9:57
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu, ,1/27/2008 13:30,1/10/2011 7:29
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet,SAMUEL,2/7/2008 13:50,10/4/2011 19:20
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 705A_Out Patient Summary_Under 5 years.xls,Robert Wathondu, ,1/27/2008 13:30,1/13/2009 17:39
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,Samuel,CHEBURET,1/29/2010 16:35,8/9/2010 17:09
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_C 2011 - Copy.xls,,EGOV,,2/16/2011 9:10
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/INPATIENT ADMINISTRATIVE STATISTICS.xls,D. Muania,KAJIADO D.H,8/9/2005 5:07,2/9/2011 5:44
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kajiado/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet,SAMUEL,2/7/2008 13:50,10/4/2011 19:21
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu,Samuel,1/27/2008 13:30,1/29/2010 18:05
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 710_Immunization Summary  2009.xls,Robert Wathondu,HIS,2/7/2008 14:06,2/17/2010 14:06
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 710_Immunization Summary 2010.xls,Robert Wathondu,Grace,2/7/2008 14:06,1/13/2011 19:54
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 717 Service Statistics- Workload 2010.xls,D. Muania,Grace,8/10/2005 10:27,1/14/2011 8:18
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,Grace,2/7/2008 13:50,7/31/2011 19:21
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 717 Service Statistics- Workload 2011.xls,D. Muania,Grace,8/10/2005 10:27,2/12/2011 9:07
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/Hospital Administrative Statistics 2011.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 705A_Out Patient Summary_Under 5 years 2009.xls,Robert Wathondu,grace,1/27/2008 13:30,1/13/2010 9:21
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/Analysis.xls,,RECORDS,10/14/1996 23:33,9/12/2008 12:44
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 705A_Out Patient Summary_Under 5 years 2011SUMMARY.xls,Robert Wathondu,Grace,1/27/2008 13:30,2/12/2011 9:58
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 710_Immunization Summary 2011.xls,Robert Wathondu,Grace,2/7/2008 14:06,2/15/2011 6:41
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,,Grace,,1/13/2011 19:40
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS  2009.xls,HMIS,grace,2/11/2008 10:11,8/11/2010 7:58
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 705A_Out Patient Summary_Under 5 years  2009.xls,Robert Wathondu,DPHN MWALA,1/27/2008 13:30,1/14/2010 6:33
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 705B_Out Patient Summary_Over 5 years  2009.xls,Robert Wathondu,grace,1/27/2008 13:30,1/13/2010 9:15
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,Samuel,Grace,1/29/2010 16:35,1/14/2011 8:00
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 105_Service Delivery Summary.xls,Robert Wathondu,Authorised user,2/7/2008 13:50,11/11/2009 19:34
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS,Samuel,1/15/2010 22:37,1/29/2010 17:57
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,Robert Wathondu,Samuel,1/27/2008 13:30,1/29/2010 18:03
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/2010 mordidity & mortality report.xls,RECORDS OFFICE,RECORDS OFFICE,5/4/2010 5:20,5/4/2010 5:23
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu,Grace,1/27/2008 13:30,1/13/2011 19:26
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet,Grace,2/7/2008 13:50,9/30/2010 19:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,Samuel,CHEBURET,1/29/2010 16:35,8/9/2010 17:09
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/INPATIENT ADMINISTRATIVE STATISTICS.xls,D. Muania,grace,8/9/2005 5:07,8/3/2010 8:34
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_C 2011 FINAL.xls,HMIS,Grace,2/11/2008 10:11,2/12/2011 10:05
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 705B_Out Patient Summary_Over 5 years 2011 FINAL.xls,Robert Wathondu,Grace,1/27/2008 13:30,2/12/2011 9:59
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Bondo/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet,SAMUEL,2/7/2008 13:50,10/4/2011 15:00
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu,DMOH,1/27/2008 13:30,4/11/2011 10:31
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/MOH 710_Immunization Summary  2009.xls,Robert Wathondu,owner,2/7/2008 14:06,2/1/2010 13:51
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/MOH105_Service Delivery Summary AOP5.xls,Samuel Cheburet,server,2/7/2008 13:50,7/13/2010 9:38
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/MOH 710_Immunization Summary 2010.xls,Robert Wathondu,DMOH,2/7/2008 14:06,10/12/2010 6:46
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/Hospital Administarative Statistics 2011.xls,D. Muania,SAMUEL,8/9/2005 5:07,2/2/2011 16:06
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/MOH 717 Service Statistics- Workload 2010.xls,D. Muania,server,8/10/2005 10:27,1/11/2011 11:02
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/INPATIENT ADMINISTRATIVE STATISTICS -DISTRICT.xls,D. Muania,server,8/9/2005 5:07,12/9/2009 11:13
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,User,2/7/2008 13:50,7/22/2011 10:32
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/WORKLOAD 2010 FEB.xlsx,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/MOH 717 Service Statistics- Workload 2011.xls,D. Muania,SAMUEL,8/10/2005 10:27,2/2/2011 10:00
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/Hospital Administrative Statistics 2011.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/MOH 705A_Out Patient Summary_Under 5 years 2009.xls,Robert Wathondu,owner,1/27/2008 13:30,1/15/2010 8:07
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/Analysis.xls,,Tigoni District Hosp,10/14/1996 23:33,8/13/2008 7:28
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/KIAMBU WEST (TIGONI DH) ADMINISTRATIVE STATISTICS.xls,user,tigoni,5/8/2010 15:56,6/4/2010 9:35
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/DISTRICT ADMINISTRATIVE STATISTICS 2010 - Copy.xls,D. Muania,server,8/9/2005 5:07,7/14/2010 9:05
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/MOH 710_Immunization Summary 2011.xls,Robert Wathondu,Samuel,2/7/2008 14:06,1/29/2010 18:05
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/MOH 710 Immunization Summary 2011.xls,Robert Wathondu,DMOH,2/7/2008 14:06,4/11/2011 10:22
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/KIAMBU WEST (TIGONI DH) MORB- MORT MAY 2010.xls,user,tigoni,6/5/2010 7:21,6/8/2010 11:47
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu,DMOH,1/27/2008 13:30,10/12/2010 6:36
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_C 2011.xls,HMIS,DMOH,2/11/2008 10:11,4/11/2011 11:52
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS  2009.xls,HMIS,owner,2/11/2008 10:11,1/15/2010 8:09
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/MOH 705B_Out Patient Summary_Over 5 years.xls,Robert Wathondu,server,1/27/2008 13:30,1/11/2011 10:39
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/MOH 710_Immunization Summary.xls,Robert Wathondu,server,2/7/2008 14:06,1/11/2011 10:35
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kiambu West/MOH 705B_Out Patient Summary_Over 5 years  2009.xls,Robert Wathondu,owner,1/27/2008 13:30,1/15/2010 8:08
